claim,metric,estimator,dag_id,task_count,topology_family,weight_type,rho_l_bin,human_concentration_bin,observation_seed,paired_effect,detail
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s12,8,mixed,lognormal,medium,medium,12,6.3000,gain_P1=0.0000; gain_P4=6.30
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s12,8,mixed,lognormal,medium,medium,12,2.700000,gain_zero=6.30; gain_ro10=3.600000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s13,8,mixed,lognormal,medium,medium,13,-0.050446998722860791826309068,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s13,8,mixed,lognormal,medium,medium,13,-2,base=4; agent_cost=2
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s13,8,mixed,lognormal,medium,medium,13,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s13,8,mixed,lognormal,medium,medium,13,-2.0000,gain_P1=0.0000; gain_P4=-2.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s13,8,mixed,lognormal,medium,medium,13,10.000000,gain_zero=-2.0000; gain_ro10=-12.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s14,8,mixed,lognormal,medium,medium,14,0.009469696969696969696969697,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s14,8,mixed,lognormal,medium,medium,14,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s14,8,mixed,lognormal,medium,medium,14,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s14,8,mixed,lognormal,medium,medium,14,3.9000,gain_P1=0.0000; gain_P4=3.9000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s14,8,mixed,lognormal,medium,medium,14,0.800000,gain_zero=3.9000; gain_ro10=3.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s15,8,mixed,lognormal,medium,medium,15,0.000000000000000000000000000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s15,8,mixed,lognormal,medium,medium,15,0,base=2; agent_cost=2
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s15,8,mixed,lognormal,medium,medium,15,0,base=2; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s15,8,mixed,lognormal,medium,medium,15,0.0000,gain_P1=0.0000; gain_P4=0.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s15,8,mixed,lognormal,medium,medium,15,6.000000,gain_zero=0.0000; gain_ro10=-6.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s16,8,mixed,lognormal,medium,medium,16,-0.02,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s16,8,mixed,lognormal,medium,medium,16,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s16,8,mixed,lognormal,medium,medium,16,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s16,8,mixed,lognormal,medium,medium,16,-1.5000,gain_P1=0.0000; gain_P4=-1.5000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s16,8,mixed,lognormal,medium,medium,16,6.000000,gain_zero=-1.5000; gain_ro10=-7.500000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s17,8,mixed,lognormal,medium,medium,17,0.001944444444444444444444444,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s17,8,mixed,lognormal,medium,medium,17,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s17,8,mixed,lognormal,medium,medium,17,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s17,8,mixed,lognormal,medium,medium,17,5.7000,gain_P1=0.0000; gain_P4=5.7000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s17,8,mixed,lognormal,medium,medium,17,10.200000,gain_zero=5.7000; gain_ro10=-4.500000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s18,8,mixed,lognormal,medium,medium,18,0.026250000000000000000000000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s18,8,mixed,lognormal,medium,medium,18,-2,base=4; agent_cost=2
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s18,8,mixed,lognormal,medium,medium,18,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s18,8,mixed,lognormal,medium,medium,18,19.2000,gain_P1=0.0000; gain_P4=19.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s18,8,mixed,lognormal,medium,medium,18,5.800000,gain_zero=19.2000; gain_ro10=13.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s19,8,mixed,lognormal,medium,medium,19,0.009259259259259259259259259,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s19,8,mixed,lognormal,medium,medium,19,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s19,8,mixed,lognormal,medium,medium,19,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s19,8,mixed,lognormal,medium,medium,19,3.0000,gain_P1=0.0000; gain_P4=3.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhmedium_s19,8,mixed,lognormal,medium,medium,19,12.600000,gain_zero=3.0000; gain_ro10=-9.600000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s00,8,mixed,lognormal,medium,high,0,0.012962962962962962962962963,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s00,8,mixed,lognormal,medium,high,0,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s00,8,mixed,lognormal,medium,high,0,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s00,8,mixed,lognormal,medium,high,0,7.5000,gain_P1=0.0000; gain_P4=7.5000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s00,8,mixed,lognormal,medium,high,0,3.600000,gain_zero=7.5000; gain_ro10=3.900000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s01,8,mixed,lognormal,medium,high,1,-0.031666666666666666666666667,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s01,8,mixed,lognormal,medium,high,1,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s01,8,mixed,lognormal,medium,high,1,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s01,8,mixed,lognormal,medium,high,1,8.0000,gain_P1=0.0000; gain_P4=8.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s01,8,mixed,lognormal,medium,high,1,8.000000,gain_zero=8.0000; gain_ro10=0.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s02,8,mixed,lognormal,medium,high,2,0.131770833333333333333333334,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s02,8,mixed,lognormal,medium,high,2,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s02,8,mixed,lognormal,medium,high,2,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s02,8,mixed,lognormal,medium,high,2,8.4000,gain_P1=0.0000; gain_P4=8.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s02,8,mixed,lognormal,medium,high,2,6.000000,gain_zero=8.4000; gain_ro10=2.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s03,8,mixed,lognormal,medium,high,3,0.019444444444444444444444444,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s03,8,mixed,lognormal,medium,high,3,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s03,8,mixed,lognormal,medium,high,3,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s03,8,mixed,lognormal,medium,high,3,15.4000,gain_P1=0.0000; gain_P4=15.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s03,8,mixed,lognormal,medium,high,3,8.700000,gain_zero=15.4000; gain_ro10=6.700000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s04,8,mixed,lognormal,medium,high,4,0.005357142857142857142857143,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s04,8,mixed,lognormal,medium,high,4,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s04,8,mixed,lognormal,medium,high,4,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s04,8,mixed,lognormal,medium,high,4,12.0000,gain_P1=0.0000; gain_P4=12.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s04,8,mixed,lognormal,medium,high,4,12.000000,gain_zero=12.0000; gain_ro10=0.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s05,8,mixed,lognormal,medium,high,5,-0.023333333333333333333333333,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s05,8,mixed,lognormal,medium,high,5,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s05,8,mixed,lognormal,medium,high,5,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s05,8,mixed,lognormal,medium,high,5,3.9000,gain_P1=0.0000; gain_P4=3.9000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s05,8,mixed,lognormal,medium,high,5,6.000000,gain_zero=3.9000; gain_ro10=-2.100000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s06,8,mixed,lognormal,medium,high,6,0.038888888888888888888888889,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s06,8,mixed,lognormal,medium,high,6,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s06,8,mixed,lognormal,medium,high,6,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s06,8,mixed,lognormal,medium,high,6,15.7000,gain_P1=0.0000; gain_P4=15.7000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s06,8,mixed,lognormal,medium,high,6,5.800000,gain_zero=15.7000; gain_ro10=9.900000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s07,8,mixed,lognormal,medium,high,7,0.000000000000000000000000000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s07,8,mixed,lognormal,medium,high,7,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s07,8,mixed,lognormal,medium,high,7,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s07,8,mixed,lognormal,medium,high,7,22.4000,gain_P1=0.0000; gain_P4=22.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s07,8,mixed,lognormal,medium,high,7,8.000000,gain_zero=22.4000; gain_ro10=14.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s08,8,mixed,lognormal,medium,high,8,-0.050000000000000000000000000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s08,8,mixed,lognormal,medium,high,8,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s08,8,mixed,lognormal,medium,high,8,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s08,8,mixed,lognormal,medium,high,8,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s08,8,mixed,lognormal,medium,high,8,7.200000,gain_zero=1.2000; gain_ro10=-6.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s09,8,mixed,lognormal,medium,high,9,0.004166666666666666666666666,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s09,8,mixed,lognormal,medium,high,9,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s09,8,mixed,lognormal,medium,high,9,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s09,8,mixed,lognormal,medium,high,9,12.0000,gain_P1=0.0000; gain_P4=12.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s09,8,mixed,lognormal,medium,high,9,6.000000,gain_zero=12.0000; gain_ro10=6.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s10,8,mixed,lognormal,medium,high,10,0.033796296296296296296296296,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s10,8,mixed,lognormal,medium,high,10,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s10,8,mixed,lognormal,medium,high,10,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s10,8,mixed,lognormal,medium,high,10,16.5000,gain_P1=0.0000; gain_P4=16.5000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s10,8,mixed,lognormal,medium,high,10,5.100000,gain_zero=16.5000; gain_ro10=11.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s11,8,mixed,lognormal,medium,high,11,0.0296875,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s11,8,mixed,lognormal,medium,high,11,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s11,8,mixed,lognormal,medium,high,11,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s11,8,mixed,lognormal,medium,high,11,8.4000,gain_P1=0.0000; gain_P4=8.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s11,8,mixed,lognormal,medium,high,11,6.000000,gain_zero=8.4000; gain_ro10=2.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s12,8,mixed,lognormal,medium,high,12,0.0125000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s12,8,mixed,lognormal,medium,high,12,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s12,8,mixed,lognormal,medium,high,12,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s12,8,mixed,lognormal,medium,high,12,6.9000,gain_P1=0.0000; gain_P4=6.9000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s12,8,mixed,lognormal,medium,high,12,6.000000,gain_zero=6.9000; gain_ro10=0.900000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s13,8,mixed,lognormal,medium,high,13,-0.000961538461538461538461538,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s13,8,mixed,lognormal,medium,high,13,-2,base=4; agent_cost=2
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s13,8,mixed,lognormal,medium,high,13,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s13,8,mixed,lognormal,medium,high,13,4.5000,gain_P1=0.0000; gain_P4=4.5000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s13,8,mixed,lognormal,medium,high,13,6.000000,gain_zero=4.5000; gain_ro10=-1.500000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s14,8,mixed,lognormal,medium,high,14,-0.015151515151515151515151515,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s14,8,mixed,lognormal,medium,high,14,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s14,8,mixed,lognormal,medium,high,14,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s14,8,mixed,lognormal,medium,high,14,10.0000,gain_P1=0.0000; gain_P4=10.0000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s14,8,mixed,lognormal,medium,high,14,10.600000,gain_zero=10.0000; gain_ro10=-0.600000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s15,8,mixed,lognormal,medium,high,15,0.025641025641025641025641026,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s15,8,mixed,lognormal,medium,high,15,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s15,8,mixed,lognormal,medium,high,15,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s15,8,mixed,lognormal,medium,high,15,0.4000,gain_P1=0.0000; gain_P4=0.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s15,8,mixed,lognormal,medium,high,15,6.400000,gain_zero=0.4000; gain_ro10=-6.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s16,8,mixed,lognormal,medium,high,16,0,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s16,8,mixed,lognormal,medium,high,16,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s16,8,mixed,lognormal,medium,high,16,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s16,8,mixed,lognormal,medium,high,16,8.4000,gain_P1=0.0000; gain_P4=8.4000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s16,8,mixed,lognormal,medium,high,16,5.400000,gain_zero=8.4000; gain_ro10=3.000000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s17,8,mixed,lognormal,medium,high,17,0.015000000000000000000000000,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s17,8,mixed,lognormal,medium,high,17,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s17,8,mixed,lognormal,medium,high,17,0,base=4; human_cost=4
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s17,8,mixed,lognormal,medium,high,17,1.2000,gain_P1=0.0000; gain_P4=1.2000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s17,8,mixed,lognormal,medium,high,17,6.600000,gain_zero=1.2000; gain_ro10=-5.400000
C1,delta_tightness_sync_minus_staggered,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s18,8,mixed,lognormal,medium,high,18,0.002916666666666666666666666,sync minus staggered
C2,delta_policy_optimal_p_agent_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s18,8,mixed,lognormal,medium,high,18,0,base=4; agent_cost=4
C2,delta_policy_optimal_p_human_cost,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s18,8,mixed,lognormal,medium,high,18,-2,base=4; human_cost=2
C3,decomposition_interaction,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s18,8,mixed,lognormal,medium,high,18,1.5000,gain_P1=0.0000; gain_P4=1.5000
C3,overhead_attenuation,baseline_policy,exp07_n8_mixed_lognormal_rhhigh_s18,8,mixed,lognormal,medium,high,18,5.700000,gain_zero=1.5000; gain_ro10=-4.200000
